Key,Duplicate,Name,Ticker,Cik,Cusip,Exchange,IsDelisted,Category,Sector,Industry,Sic,SicSector,SicIndustry,FamaSector,FamaIndustry,Currency,Location,Id
98980G102,FALSE,ZSCALER INC,ZS,1713683,98980G102,NASDAQ,FALSE,Domestic Common Stock,Technology,Software - Infrastructure,7371,Services,Services-Computer Programming Services,,Business Services,USD,California; U.S.A,ecadbd40dacbb1f84a8233cb0fc01817
668074305,FALSE,NORTHWESTERN ENERGY GROUP INC,NWE,1993004,668074305,NASDAQ,FALSE,Domestic Common Stock,Utilities,Utilities - Diversified,4931,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,,Utilities,USD,South Dakota; U.S.A,0c0f05b9bc5ced36f2ed69df920e0f59
456837103,TRUE,ING GROEP NV,ING,1039765,456837103,NYSE,FALSE,ADR Common Stock Primary Class,Financial Services,Banks - Diversified,6029,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking,EUR,Netherlands,9a8f613ca4e0024ea1a62531f38eba87
456837103,TRUE,ING GROEP NV,ING,1039765,456837103,NYSE,FALSE,ADR Common Stock Primary Class,Financial Services,Banks - Diversified,6029,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking,USD,Netherlands,418df80281553cbbf275158595290c2e
49271V100,FALSE,KEURIG DR PEPPER INC,KDP,1418135,49271V100 26138E109,NASDAQ,FALSE,Domestic Common Stock,Consumer Defensive,Beverages - Non-Alcoholic,2080,Manufacturing,Beverages,,Beer & Liquor,USD,Massachusetts; U.S.A,babc2429a9fa283538c3a4feb863b9ca
46138E354,FALSE,INVESCO S&P 500 LOW VOLATILITY ETF,SPLV,1378872,46138E354 73937B779,NYSEARCA,FALSE,ETF,,,,,,,,USD,Illinois; U.S.A,924e512ff618e1ef07f60552f424c1f7
267475101,FALSE,DYCOM INDUSTRIES INC,DY,67215,267475101,NYSE,FALSE,Domestic Common Stock,Industrials,Engineering & Construction,1623,Construction,Water Sewer Pipeline Comm & Power Line Construction,,Construction,USD,Florida; U.S.A,094694b627bfaa158860b05893d1b102
98986T108,FALSE,ZYNGA INC,ZNGA,1439404,98986T108,NASDAQ,TRUE,Domestic Common Stock,Communication Services,Electronic Gaming & Multimedia,7374,Services,Services-Computer Processing & Data Preparation,,Business Services,USD,California; U.S.A,d3a175eee57534236db0352b46c54c5f
71943U104,FALSE,PHYSICIANS REALTY TRUST,DOC2,1574540,71943U104,NYSE,TRUE,Domestic Common Stock,Real Estate,REIT - Healthcare Facilities,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Wisconsin; U.S.A,e4f00e8c9dd4eebc8e1bd9b35145cab0
431475102,FALSE,HILL-ROM HOLDINGS INC,HRC,47518,431475102 431573104,NYSE,TRUE,Domestic Common Stock,Healthcare,Medical Instruments & Supplies,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,Illinois; U.S.A,84953f3784892c1c4854c6928c985988
44930G107,FALSE,ICU MEDICAL INC,ICUI,883984,44930G107,NASDAQ,FALSE,Domestic Common Stock,Healthcare,Medical Instruments & Supplies,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,California; U.S.A,4512a30384c2ad56aab15b6bc1595992
925652109,FALSE,VICI PROPERTIES INC,VICI,1705696,925652109,NYSE,FALSE,Domestic Common Stock,Real Estate,REIT - Diversified,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,89efcd52dd54fe075617135039d568de
75605Y106,FALSE,ANYWHERE REAL ESTATE INC,HOUS,1398987,75605Y106,NYSE,FALSE,Domestic Common Stock,Real Estate,Real Estate Services,6531,Finance Insurance And Real Estate,Real Estate Agents & Managers (For Others),,Real Estate,USD,New Jersey; U.S.A,723a51e11683cb533e48f3e08e73a924
651587107,FALSE,NEWMARKET CORP,NEU,1282637,651587107 297659104 297659609,NYSE,FALSE,Domestic Common Stock,Basic Materials,Specialty Chemicals,2860,Manufacturing,Industrial Organic Chemicals,,Chemicals,USD,Virginia; U.S.A,b83d89a478914ccb93d25abe38d8382f
G3157S106,FALSE,VALARIS PLC,VALPQ,314808,G3157S106 G9402V109 G3166L100 29358Q109 26874Q100,NYSE,TRUE,Domestic Common Stock,Energy,Oil & Gas Drilling,1381,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas,USD,United Kingdom,d79bb094c144d1758bf1117383262b83
109194100,FALSE,BRIGHT HORIZONS FAMILY SOLUTIONS INC,BFAM,1437578,109194100,NYSE,FALSE,Domestic Common Stock,Consumer Cyclical,Personal Services,8351,Services,Services-Child Day Care Services,,Personal Services,USD,Massachusetts; U.S.A,e1cf5bbe0c03ac1c9dd3902afa1bca9f
302941109,FALSE,FTI CONSULTING INC,FCN,887936,302941109 345518104,NYSE,FALSE,Domestic Common Stock,Industrials,Consulting Services,8742,Services,Services-Management Consulting Services,,Business Services,USD,District Of Columbia; U.S.A,6cf5c9cda9916cd522256f228e215d39
105368203,FALSE,BRANDYWINE REALTY TRUST,BDN,790816,105368203 105368104,NYSE,FALSE,Domestic Common Stock Primary Class,Real Estate,REIT - Office,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Pennsylvania; U.S.A,b8aae1f0ebe2220483360934ece4259f
499049104,FALSE,KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC,KNX,1492691,499049104 87074U101,NYSE,FALSE,Domestic Common Stock,Industrials,Trucking,4213,Transportation Communications Electric Gas And Sanitary Service,Trucking (No Local),,Transportation,USD,Arizona; U.S.A,b1084d2cb087c4940b449a5b1513b74d
59460303,TRUE,BANK BRADESCO,BBD,1160330,059460303 059460204,NYSE,FALSE,ADR Common Stock Primary Class,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,BRL,Brazil,a29afc867f8eccc24d029440222df396
59460303,TRUE,BANK BRADESCO,BBD,1160330,059460303 059460204,NYSE,FALSE,ADR Common Stock Primary Class,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Brazil,f1dc04567f06a2d5022039e3db914ea6
466367109,FALSE,JACK IN THE BOX INC,JACK,807882,466367109 344839204,NASDAQ,FALSE,Domestic Common Stock,Consumer Cyclical,Restaurants,5812,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels,USD,California; U.S.A,912982672c8647e6afe3898c0f9471d6
G037AX101,FALSE,AMBARELLA INC,AMBA,1280263,G037AX101,NASDAQ,FALSE,Domestic Common Stock,Technology,Semiconductor Equipment & Materials,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,USD,California; U.S.A,15491407561729dd5dcfc76d90d486c4
640491106,FALSE,NEOGEN CORP,NEOG,711377,640491106,NASDAQ,FALSE,Domestic Common Stock,Healthcare,Diagnostics & Research,2835,Manufacturing,In Vitro & In Vivo Diagnostic Substances,,Pharmaceutical Products,USD,Michigan; U.S.A,07c7f5a9c35665d7f6b6af387be8bfb3
698813102,FALSE,PAPA JOHNS INTERNATIONAL INC,PZZA,901491,698813102,NASDAQ,FALSE,Domestic Common Stock,Consumer Cyclical,Restaurants,5812,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels,USD,Kentucky; U.S.A,9a68df2c2deb4e4ce8f4c0c2797235b2
361448103,FALSE,GATX CORP,GATX,40211,361448103 361448400,NYSE,FALSE,Domestic Common Stock Primary Class,Industrials,Rental & Leasing Services,4700,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,,Transportation,USD,Illinois; U.S.A,25c78c531406a793220e28f2c631c9f2
G4388N106,FALSE,HELEN OF TROY LTD,HELE,916789,G4388N106,NASDAQ,FALSE,Domestic Common Stock,Consumer Defensive,Household & Personal Products,3634,Manufacturing,Electric Housewares & Fans,,Consumer Goods,USD,Bermuda,b271943cf7f0b5ca69c7067d3295bb5b
35137L105,FALSE,FOX CORP,FOXA,1754301,35137L105,NASDAQ,FALSE,Domestic Common Stock Primary Class,Communication Services,Entertainment,4833,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,,Communication,USD,New York; U.S.A,6ceea81aed389715bb8a7ab323538041
294821608,TRUE,ERICSSON LM TELEPHONE CO,ERIC,717826,294821608 294821400 294821509,NASDAQ,FALSE,ADR Common Stock,Technology,Communication Equipment,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,SEK,Sweden,06dee886f232f78d824e6ff562375b8b
294821608,TRUE,ERICSSON LM TELEPHONE CO,ERIC,717826,294821608 294821400 294821509,NASDAQ,FALSE,ADR Common Stock,Technology,Communication Equipment,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,Sweden,f65456687325fffcae49da5fca262ec9
22943F100,TRUE,TRIPCOM GROUP LTD,TCOM,1269238,22943F100 89677Q107,NASDAQ,FALSE,ADR Common Stock,Industrials,Travel Services,7389,Services,Services-Business Services Nec,,Business Services,CNY,China,bec9409abd684b184189f6fbb1aa3e41
22943F100,TRUE,TRIPCOM GROUP LTD,TCOM,1269238,22943F100 89677Q107,NASDAQ,FALSE,ADR Common Stock,Industrials,Travel Services,7389,Services,Services-Business Services Nec,,Business Services,USD,China,650239f7fc6ef71353f7856e95bb2cf2
524901105,FALSE,LEGG MASON INC,LM,704051,524901105,NYSE,TRUE,Domestic Common Stock Primary Class,Financial Services,Asset Management,6282,Finance Insurance And Real Estate,Investment Advice,,Trading,USD,Maryland; U.S.A,f5547cc1900a257c646fa5890708fe13
278265103,FALSE,EATON VANCE CORP,EV1,350797,278265103,NYSE,TRUE,Domestic Common Stock,Financial Services,Asset Management,6282,Finance Insurance And Real Estate,Investment Advice,,Trading,USD,Massachusetts; U.S.A,d23d7b754aa008283ec9e4679dffb498
801056102,FALSE,SANMINA CORP,SANM,897723,801056102 800907206 800907107,NASDAQ,FALSE,Domestic Common Stock,Technology,Electronic Components,3672,Manufacturing,Printed Circuit Boards,,Electronic Equipment,USD,California; U.S.A,1c0be5865477a826d446c582c6199a6b
9066101,FALSE,AIRBNB INC,ABNB,1559720,9066101,NASDAQ,FALSE,Domestic Common Stock,Industrials,Travel Services,7340,Services,Services-To Dwellings & Other Buildings,,Business Services,USD,California; U.S.A,92cfc4993216812eff1a855a585e1092
879433829,FALSE,TELEPHONE & DATA SYSTEMS INC,TDS,1051512,879433829 879433100,NYSE,FALSE,Domestic Common Stock Primary Class,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,USD,Illinois; U.S.A,7b664b0adf82aac5da098c981d7ef298
114340102,FALSE,AZENTA INC,AZTA,933974,114340102 11434A100 11442E102,NASDAQ,FALSE,Domestic Common Stock,Healthcare,Medical Instruments & Supplies,3559,Manufacturing,Special Industry Machinery Nec,,Machinery,USD,Massachusetts; U.S.A,d69e4624b9170682ce1937c9a593a1ec
92840M102,FALSE,VISTRA CORP,VST,1692819,92840M102,NYSE,FALSE,Domestic Common Stock Primary Class,Utilities,Utilities - Independent Power Producers,4911,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities,USD,Texas; U.S.A,2421350c4c3a4bdf6c26a81cc444881b
116794108,FALSE,BRUKER CORP,BRKR,1109354,116794108 116795105,NASDAQ,FALSE,Domestic Common Stock,Healthcare,Medical Devices,3826,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment,USD,Massachusetts; U.S.A,487445f5a45b90ff3152153ce1b560c2
45867G101,FALSE,INTERDIGITAL INC,IDCC,1405495,45867G101 45866A105,NASDAQ,FALSE,Domestic Common Stock,Communication Services,Telecom Services,6794,Finance Insurance And Real Estate,Patent Owners & Lessors,,Trading,USD,Delaware; U.S.A,061829055c90e191ecd515a03029ca3e
6.74E+207,TRUE,BARCLAYS PLC,BCS,312069,6.74E+207,NYSE,FALSE,ADR Common Stock Primary Class,Financial Services,Banks - Diversified,6029,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking,GBP,United Kingdom,6da16f4ba0f8cb201ade537c9611cd43
6.74E+207,TRUE,BARCLAYS PLC,BCS,312069,6.74E+207,NYSE,FALSE,ADR Common Stock Primary Class,Financial Services,Banks - Diversified,6029,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking,USD,United Kingdom,f8cfd79a50f819651d031c5eb75fffee
737630103,FALSE,POTLATCHDELTIC CORP,PCH,1338749,737630103 737628107,NASDAQ,FALSE,Domestic Common Stock,Real Estate,REIT - Specialty,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Washington; U.S.A,f5e6881e9154f4415e4b66d5024417a0
576485205,FALSE,MATADOR RESOURCES CO,MTDR,1520006,576485205,NYSE,FALSE,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,7dc86e0509de0f708be7b186d959e22c
453038408,TRUE,IMPERIAL OIL LTD,IMO,49938,453038408,NYSEMKT,FALSE,Domestic Common Stock,Energy,Oil & Gas Integrated,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,CAD,Alberta; Canada,52f7e7718707651b5823a8fadc02dc57
453038408,TRUE,IMPERIAL OIL LTD,IMO,49938,453038408,NYSEMKT,FALSE,Domestic Common Stock,Energy,Oil & Gas Integrated,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,USD,Alberta; Canada,18e7ea2de72b37bcd5ccda952f3c17da
38259P706,FALSE,ALPHABET INC,GOOG,1652044,02079K107 38259P706,NASDAQ,FALSE,Domestic Common Stock Secondary Class,Communication Services,Internet Content & Information,7370,Services,Services-Computer Programming Data Processing Etc.,,Business Services,USD,California; U.S.A,594230eef3f5d7c08886c262d2ae6c17
464287291,FALSE,ISHARES GLOBAL TECH ETF,IXN,1100663,464287291,NYSEARCA,FALSE,ETF,,,,,,,,USD,California; U.S.A,99c10776a49b64eb38189df6eda5a1e8
8492100,FALSE,AGREE REALTY CORP,ADC,917251,8492100,NYSE,FALSE,Domestic Common Stock Primary Class,Real Estate,REIT - Retail,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Michigan; U.S.A,5332f889b1063ee27b46c773f3ae5097
552676108,FALSE,MDC HOLDINGS INC,MDC,773141,552676108,NYSE,TRUE,Domestic Common Stock,Consumer Cyclical,Residential Construction,1531,Construction,Operative Builders,,Construction,USD,Colorado; U.S.A,99b017772692bcb85b95a26c1af7b427
1.26E+107,FALSE,CNO FINANCIAL GROUP INC,CNO,1224608,12621E103 208464883,NYSE,FALSE,Domestic Common Stock Primary Class,Financial Services,Insurance - Life,6321,Finance Insurance And Real Estate,Accident & Health Insurance,,Insurance,USD,Indiana; U.S.A,3b0fd0269d1f93ea6495db3db7b58535
7973100,FALSE,ADVANCED ENERGY INDUSTRIES INC,AEIS,927003,7973100,NASDAQ,FALSE,Domestic Common Stock,Industrials,Electrical Equipment & Parts,3679,Manufacturing,Electronic Components Nec,,Electronic Equipment,USD,Colorado; U.S.A,7e5205c730d2f354e7c155768edcb5a0
55608B105,FALSE,MACQUARIE INFRASTRUCTURE HOLDINGS LLC,MIC,1845290,55608B105 55607X108,NYSE,TRUE,Domestic Common Stock,Industrials,Airports & Air Services,5172,Wholesale Trade,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),,Wholesale,USD,New York; U.S.A,fad8dd95a5b0cdcb52c9c96dd59a7303
867652406,FALSE,SUNPOWER CORP,SPWRQ,867773,867652406 867652109,NASDAQ,TRUE,Domestic Common Stock Primary Class,Technology,Solar,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,USD,California; U.S.A,47cbf1e18b426344380dc2c9d57af4e2
09257W100,FALSE,BLACKSTONE MORTGAGE TRUST INC,BXMT,1061630,09257W100 14052H100 14052H506,NYSE,FALSE,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,5b9fa01832849770424ceb71f387ca3f
82481R106,FALSE,SHIRE PLC,SHPG,936402,82481R106,NASDAQ,TRUE,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,United Kingdom,dea0bf86ac4e7be87d437f576840a5f7
62855J104,FALSE,MYRIAD GENETICS INC,MYGN,899923,62855J104,NASDAQ,FALSE,Domestic Common Stock,Healthcare,Diagnostics & Research,2835,Manufacturing,In Vitro & In Vivo Diagnostic Substances,,Pharmaceutical Products,USD,Utah; U.S.A,b1ecfc79a833ff2fe734cae527862c8c
670704105,FALSE,NUVASIVE INC,NUVA,1142596,670704105,NASDAQ,TRUE,Domestic Common Stock,Healthcare,Medical Devices,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,California; U.S.A,f0a64e288552ac20bc77d086385dd94e
909907107,FALSE,UNITED BANKSHARES INC,UBSI,729986,909907107,NASDAQ,FALSE,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,West Virginia; U.S.A,071892d51e1b74561183203533b680df
531229409,FALSE,LIBERTY MEDIA CORP,LSXMA,1560385,531229409 531229813,NASDAQ,TRUE,Domestic Common Stock Secondary Class,Communication Services,Entertainment,4833,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,,Communication,USD,Colorado; U.S.A,79f363685e436dba1882ef4ee8a059e4
69349H107,FALSE,TXNM ENERGY INC,TXNM,1108426,69349H107 744499104,NYSE,FALSE,Domestic Common Stock,Utilities,Utilities - Regulated Electric,4911,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities,USD,New Mexico; U.S.A,97608296a769cc01deee90e0d89ed58f
431571108,FALSE,HILLENBRAND INC,HI,1417398,431571108 441815107,NYSE,FALSE,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3990,Manufacturing,Miscellaneous Manufacturing Industries,,,USD,Indiana; U.S.A,c9ca54c07105755042376f8be3a5010f
92343X100,FALSE,VERINT SYSTEMS INC,VRNT,1166388,92343X100,NASDAQ,FALSE,Domestic Common Stock,Technology,Software - Infrastructure,7373,Services,Services-Computer Integrated Systems Design,,Computers,USD,New York; U.S.A,158016f7f9071b325b2cb2337481e10c
968223206,FALSE,JOHN WILEY & SONS INC,WLY,107140,968223206,NYSE,FALSE,Domestic Common Stock Primary Class,Consumer Cyclical,Publishing,2731,Manufacturing,Books: Publishing Or Publishing & Printing,,Printing and Publishing,USD,New Jersey; U.S.A,a2a7f9324b86afa76c86cf254ec8282f
23436108,FALSE,AMEDISYS INC,AMED,896262,23436108,NASDAQ,FALSE,Domestic Common Stock,Healthcare,Medical Care Facilities,8082,Services,Services-Home Health Care Services,,Healthcare,USD,Louisiana; U.S.A,ce614a819c9eb5227a690c278ab0375f
690732102,FALSE,OWENS & MINOR INC,OMI,75252,690732102,NYSE,FALSE,Domestic Common Stock,Healthcare,Medical Distribution,5047,Wholesale Trade,Wholesale-Medical Dental & Hospital Equipment & Supplies,,Wholesale,USD,Virginia; U.S.A,45901d29868766d207a681594f7bb12e
05379B107,FALSE,AVISTA CORP,AVA,104918,05379B107 940688104,NYSE,FALSE,Domestic Common Stock,Utilities,Utilities - Diversified,4931,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,,Utilities,USD,Washington; U.S.A,f129a0f7f30f337ace7e05795a479a5e
88224Q107,FALSE,TEXAS CAPITAL BANCSHARES INC,TCBI,1077428,88224Q107,NASDAQ,FALSE,Domestic Common Stock Primary Class,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Texas; U.S.A,b417b36d3cf310585dd67e34f1f843db
29272W109,FALSE,ENERGIZER HOLDINGS INC,ENR,1632790,29272W109,NYSE,FALSE,Domestic Common Stock Primary Class,Industrials,Electrical Equipment & Parts,3690,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment,USD,Missouri; U.S.A,a6a912e762d606864eac2408c89376f8
53220K504,FALSE,LIGAND PHARMACEUTICALS INC,LGND,886163,53220K504 53220K207 53220K215 53220K173 53220K181 53220K199,NASDAQ,FALSE,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,California; U.S.A,5627d705058e2624a7404fbc6d7526d8
874080104,FALSE,TAL EDUCATION GROUP,TAL,1499620,874080104,NYSE,FALSE,ADR Common Stock,Consumer Defensive,Education & Training Services,8200,Services,Services-Educational Services,,Personal Services,USD,China,fd654488e8f82659619e3d88928d4720
46432F388,FALSE,ISHARES MSCI USA VALUE FACTOR ETF,VLUE,1100663,46432F388,BATS,FALSE,ETF,,,,,,,,USD,California; U.S.A,99c14a2f732aa3b7e9be56a2dfef8607
G6359F103,FALSE,NABORS INDUSTRIES LTD,NBR,1163739,G6359F103 G6359F137 629568106,NYSE,FALSE,Domestic Common Stock Primary Class,Energy,Oil & Gas Drilling,1381,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas,USD,Bermuda,3531ac05a6d988fc45806680940d38f3
05605H100,FALSE,BWX TECHNOLOGIES INC,BWXT,1486957,05605H100 05615F102,NYSE,FALSE,Domestic Common Stock,Industrials,Aerospace & Defense,3510,Manufacturing,Engines & Turbines,,Machinery,USD,Virginia; U.S.A,1147f13e40cba71b5fc827a7b5bca5c6
37637Q105,FALSE,GLACIER BANCORP INC,GBCI,868671,37637Q105 376376109,NYSE,FALSE,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Montana; U.S.A,ff7b12ea1cd613111da087c09104772d
89353D107,TRUE,TC ENERGY CORP,TRP,1232384,87807B107 89353D107 893526103,NYSE,FALSE,Canadian Common Stock,Energy,Oil & Gas Midstream,4922,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,,Utilities,CAD,Alberta; Canada,b27f10b54a405695349098764229aaf3
89353D107,TRUE,TC ENERGY CORP,TRP,1232384,87807B107 89353D107 893526103,NYSE,FALSE,Canadian Common Stock,Energy,Oil & Gas Midstream,4922,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,,Utilities,USD,Alberta; Canada,48d7f2dd5540f5b798085c42630ddc67
